,0,1,2,3,4,5,6,7
0,0.9520189166069031,0.9160929322242737,0.9520189166069031,0.9711843132972717,1.0,0.0,1.0,1.0
1,0.837166965007782,0.7942038178443909,0.837166965007782,0.8702327013015747,0.0,1.0,1.0,1.0
2,0.9537050127983093,0.839115560054779,0.9537050127983093,0.8942069411277771,1.0,0.0,0.0,0.0
3,0.9340951442718506,0.8167546987533569,0.9340951442718506,0.871846079826355,1.0,1.0,0.0,1.0
4,0.8936582207679749,0.6869142055511475,0.8936582207679749,0.7420055866241455,1.0,0.0,0.0,0.0
5,0.9747543334960938,0.8778170943260193,0.9747543334960938,0.9329084753990173,1.0,0.0,0.0,0.0
6,0.8799031972885132,0.9612269997596741,0.8799031972885132,1.037255883216858,0.0,0.0,1.0,0.0
7,0.9878084659576416,0.9973971843719482,0.9878084659576416,1.0734261274337769,0.0,1.0,1.0,0.0
8,0.9987819790840149,0.9990907907485962,0.9987819790840149,1.0751197338104248,0.0,1.0,1.0,0.0
9,0.9230586886405945,0.9594299793243408,0.9230586886405945,1.0145213603973389,1.0,0.0,1.0,1.0
10,0.9751013517379761,0.9242808818817139,0.9751013517379761,0.9793722629547119,1.0,0.0,1.0,0.0
11,0.9679641723632812,0.9307729601860046,0.9679641723632812,0.9858643412590027,1.0,0.0,1.0,0.0
12,0.9833574295043945,0.996415376663208,0.9833574295043945,1.0724443197250366,0.0,1.0,1.0,0.0
13,0.6648053526878357,0.5988931059837341,0.6648053526878357,0.674921989440918,0.0,0.0,1.0,1.0
14,0.7136490345001221,0.6860732436180115,0.7136490345001221,0.7411646246910095,1.0,0.0,1.0,1.0
15,0.921816349029541,0.9140573740005493,0.921816349029541,0.9691487550735474,1.0,1.0,1.0,0.0
16,0.9722265601158142,0.8821017742156982,0.9722265601158142,0.9371931552886963,1.0,0.0,0.0,0.0
17,0.9265263080596924,0.8555354475975037,0.9265263080596924,0.9106268286705017,1.0,0.0,0.0,0.0
18,0.9689901471138,0.9879062175750732,0.9689901471138,1.0639351606369019,0.0,1.0,1.0,1.0
19,0.9077597856521606,0.8890745043754578,0.9077597856521606,0.9441658854484558,1.0,1.0,1.0,1.0
20,0.5661530494689941,0.710906445980072,0.5661530494689941,0.7869353294372559,0.0,1.0,1.0,1.0
21,0.8189740777015686,0.6507977843284607,0.8189740777015686,0.7058891654014587,1.0,0.0,0.0,0.0
22,0.9494251608848572,0.9388784170150757,0.9494251608848572,1.0149073600769043,0.0,1.0,1.0,1.0
23,0.9525482058525085,0.8010209798812866,0.9525482058525085,0.8561123609542847,1.0,1.0,0.0,0.0
24,0.9314076900482178,0.6400242447853088,0.9314076900482178,0.6951156258583069,1.0,0.0,0.0,0.0
25,0.6342423558235168,0.737040102481842,0.6342423558235168,0.8130689859390259,0.0,1.0,1.0,1.0
26,0.9432569146156311,0.7394497394561768,0.9432569146156311,0.8154786229133606,0.0,0.0,0.0,1.0
27,0.9624996781349182,0.9941794872283936,0.9624996781349182,1.0702084302902222,0.0,1.0,1.0,0.0
28,0.7211242914199829,0.7429899573326111,0.7211242914199829,0.8190188407897949,0.0,1.0,1.0,1.0
29,0.9710303544998169,0.9112112522125244,0.9710303544998169,0.9663026332855225,1.0,0.0,0.0,0.0
30,0.9921962022781372,0.9808158278465271,0.9921962022781372,1.056844711303711,0.0,1.0,1.0,1.0
31,0.9261389374732971,0.9922210574150085,0.9261389374732971,1.0682499408721924,0.0,1.0,1.0,0.0
32,0.8613689541816711,0.8026992678642273,0.8613689541816711,0.8577906489372253,1.0,1.0,0.0,1.0
33,0.7544875144958496,0.6210112571716309,0.7544875144958496,0.6970401406288147,0.0,0.0,0.0,1.0
34,0.9063825607299805,0.8766217827796936,0.9063825607299805,0.9317131638526917,1.0,1.0,1.0,1.0
35,0.9660763144493103,0.9890913367271423,0.9660763144493103,1.0651202201843262,0.0,1.0,1.0,1.0
36,0.7589665055274963,0.9777952432632446,0.7589665055274963,1.0538241863250732,0.0,1.0,1.0,0.0
37,0.9408644437789917,0.813270092010498,0.9408644437789917,0.8683614730834961,1.0,0.0,0.0,0.0
38,0.7055461406707764,0.5041193962097168,0.7055461406707764,0.5592107772827148,1.0,1.0,0.0,0.0
39,0.9325153827667236,0.9187353849411011,0.9325153827667236,0.9738267660140991,1.0,0.0,1.0,1.0
40,0.8730977773666382,0.8543174266815186,0.8730977773666382,0.9303463101387024,0.0,1.0,1.0,0.0
41,0.8911553025245667,0.9086903929710388,0.8911553025245667,0.9847192764282227,0.0,1.0,1.0,0.0
42,0.9343223571777344,0.8378453254699707,0.9343223571777344,0.8929367065429688,1.0,1.0,0.0,0.0
43,0.7491360306739807,0.775890052318573,0.7491360306739807,0.830981433391571,1.0,1.0,1.0,1.0
44,0.8714586496353149,0.8069469332695007,0.8714586496353149,0.8620383143424988,1.0,0.0,0.0,0.0
45,0.9546729326248169,0.9934642910957336,0.9546729326248169,1.0694931745529175,0.0,1.0,1.0,0.0
46,0.7182777523994446,0.8109725117683411,0.7182777523994446,0.8660638928413391,1.0,1.0,1.0,1.0
47,0.957862913608551,0.96490079164505,0.957862913608551,1.0409296751022339,0.0,0.0,1.0,1.0
48,0.9975122213363647,0.9993144273757935,0.9975122213363647,1.075343370437622,0.0,1.0,1.0,1.0
49,0.9073389172554016,0.8920139670372009,0.9073389172554016,0.947105348110199,1.0,1.0,1.0,1.0
50,0.8970586657524109,0.8734595775604248,0.8970586657524109,0.9285509586334229,1.0,0.0,1.0,1.0
51,0.8296328783035278,0.8411256074905396,0.8296328783035278,0.9171544909477234,0.0,0.0,1.0,0.0
52,0.6887484788894653,0.8138101100921631,0.6887484788894653,0.8898389935493469,0.0,1.0,1.0,0.0
53,0.9171063899993896,0.7553750872612,0.9171063899993896,0.810466468334198,1.0,0.0,0.0,0.0
54,0.9411323070526123,0.8070459961891174,0.9411323070526123,0.8621373772621155,1.0,0.0,0.0,1.0
55,0.9623563289642334,0.9163985848426819,0.9623563289642334,0.9714899659156799,1.0,0.0,1.0,1.0
56,0.9978159666061401,0.9976154565811157,0.9978159666061401,1.0736443996429443,0.0,1.0,1.0,1.0
57,0.9362188577651978,0.826781690120697,0.9362188577651978,0.8818730711936951,1.0,0.0,0.0,1.0
58,0.960921585559845,0.9347737431526184,0.960921585559845,0.9898651242256165,1.0,1.0,1.0,1.0
59,0.9566208124160767,0.8767237663269043,0.9566208124160767,0.9318151473999023,1.0,0.0,0.0,0.0
60,0.8503138422966003,0.7495687007904053,0.8503138422966003,0.8046600818634033,1.0,0.0,0.0,0.0
61,0.8459614515304565,0.8985774517059326,0.8459614515304565,0.9536688327789307,1.0,1.0,1.0,1.0
62,0.8824182152748108,0.9886049032211304,0.8824182152748108,1.064633846282959,0.0,1.0,1.0,0.0
63,0.8126314878463745,0.6261345148086548,0.8126314878463745,0.6812258958816528,1.0,0.0,0.0,0.0
64,0.9256790280342102,0.8724151253700256,0.9256790280342102,0.9275065064430237,1.0,0.0,1.0,1.0
65,0.7372329831123352,0.8396298885345459,0.7372329831123352,0.9156587719917297,0.0,1.0,1.0,0.0
66,0.626384973526001,0.6059985756874084,0.626384973526001,0.6820274591445923,0.0,0.0,1.0,1.0
67,0.9423797130584717,0.7482576966285706,0.9423797130584717,0.8033490777015686,1.0,0.0,0.0,0.0
68,0.6765260696411133,0.5942606329917908,0.6765260696411133,0.6493520140647888,1.0,0.0,0.0,1.0
69,0.755877673625946,0.7556266784667969,0.755877673625946,0.8107180595397949,1.0,0.0,1.0,1.0
